2022/09/13 09:52:09 [emerg] 16120#18744: CreateFile() "E:\2022新版课程\苍穹外卖项目\授课资料\day01\资料\前端运行环境\nginx-1.20.2/conf/nginx.conf" failed (1113: No mapping for the Unicode character exists in the target multi-byte code page)
2024/05/12 07:58:27 [error] 22600#17664: *38 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ws/8yuaxpycezo HTTP/1.1", upstream: "http://127.0.0.1:8080/ws/8yuaxpycezo", host: "localhost"
2024/05/12 22:55:11 [error] 22600#17664: *41 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/order/conditionSearch?page=1&pageSize=10&status=2 HTTP/1.1", upstream: "http://127.0.0.1:8080/admin/order/conditionSearch?page=1&pageSize=10&status=2", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:11 [error] 22600#17664: *41 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/order/conditionSearch?page=1&pageSize=10&status=2 HTTP/1.1", upstream: "http://localhost/admin/order/conditionSearch?page=1&pageSize=10&status=2", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:11 [error] 22600#17664: *42 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/shop/status HTTP/1.1", upstream: "http://127.0.0.1:8080/admin/shop/status", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:11 [error] 22600#17664: *42 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/shop/status HTTP/1.1", upstream: "http://localhost/admin/shop/status", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *45 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ws/h7dtu43hg49 HTTP/1.1", upstream: "http://127.0.0.1:8080/ws/h7dtu43hg49", host: "localhost"
2024/05/12 22:55:12 [error] 22600#17664: *47 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/businessData HTTP/1.1", upstream: "http://[::1]:8080/admin/workspace/businessData", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *47 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/businessData HTTP/1.1", upstream: "http://localhost/admin/workspace/businessData", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *50 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewSetmeals HTTP/1.1", upstream: "http://127.0.0.1:8080/admin/workspace/overviewSetmeals", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *50 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewSetmeals HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewSetmeals", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *49 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewDishes HTTP/1.1", upstream: "http://127.0.0.1:8080/admin/workspace/overviewDishes", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *49 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewDishes HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewDishes", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *48 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewOrders HTTP/1.1", upstream: "http://127.0.0.1:8080/admin/workspace/overviewOrders", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:12 [error] 22600#17664: *48 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewOrders HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewOrders", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:15 [error] 22600#17664: *48 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/order/conditionSearch?page=1&pageSize=10&status=2 HTTP/1.1", upstream: "http://localhost/admin/order/conditionSearch?page=1&pageSize=10&status=2", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:15 [error] 22600#17664: *49 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/shop/status HTTP/1.1", upstream: "http://localhost/admin/shop/status", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:15 [error] 22600#17664: *48 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/businessData HTTP/1.1", upstream: "http://localhost/admin/workspace/businessData", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:15 [error] 22600#17664: *50 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewOrders HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewOrders", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:15 [error] 22600#17664: *49 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewDishes HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewDishes", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:15 [error] 22600#17664: *47 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewSetmeals HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewSetmeals", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:18 [error] 22600#17664: *47 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/order/conditionSearch?page=1&pageSize=10&status=2 HTTP/1.1", upstream: "http://localhost/admin/order/conditionSearch?page=1&pageSize=10&status=2", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:18 [error] 22600#17664: *49 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/shop/status HTTP/1.1", upstream: "http://localhost/admin/shop/status", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:18 [error] 22600#17664: *50 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/businessData HTTP/1.1", upstream: "http://localhost/admin/workspace/businessData", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:18 [error] 22600#17664: *48 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewOrders HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewOrders", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:18 [error] 22600#17664: *47 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewDishes HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewDishes", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:18 [error] 22600#17664: *42 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewSetmeals HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewSetmeals", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:21 [error] 22600#17664: *42 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "POST /api/employee/logout HTTP/1.1", upstream: "http://localhost/admin/employee/logout", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:21 [error] 22600#17664: *57 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ws/0miadrk25plf HTTP/1.1", upstream: "http://127.0.0.1:8080/ws/0miadrk25plf", host: "localhost"
2024/05/12 22:55:37 [error] 22600#17664: *48 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/businessData HTTP/1.1", upstream: "http://localhost/admin/workspace/businessData", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:37 [error] 22600#17664: *49 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewDishes HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewDishes", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:37 [error] 22600#17664: *50 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewOrders HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewOrders", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:37 [error] 22600#17664: *41 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewSetmeals HTTP/1.1", upstream: "http://localhost/admin/workspace/overviewSetmeals", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:40 [error] 22600#17664: *50 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/shop/status HTTP/1.1", upstream: "http://[::1]:8080/admin/shop/status", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:40 [error] 22600#17664: *41 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/order/conditionSearch?page=1&pageSize=10&status=2 HTTP/1.1", upstream: "http://127.0.0.1:8080/admin/order/conditionSearch?page=1&pageSize=10&status=2", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:40 [error] 22600#17664: *41 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/order/conditionSearch?page=1&pageSize=10&status=2 HTTP/1.1", upstream: "http://localhost/admin/order/conditionSearch?page=1&pageSize=10&status=2", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:40 [error] 22600#17664: *49 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/businessData HTTP/1.1", upstream: "http://127.0.0.1:8080/admin/workspace/businessData", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:40 [error] 22600#17664: *49 no live upstreams while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/businessData HTTP/1.1", upstream: "http://localhost/admin/workspace/businessData", host: "localhost", referrer: "http://localhost/"
2024/05/12 22:55:40 [error] 22600#17664: *48 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /api/workspace/overviewOrders HTTP/1.1", upstream: "http://[::1]:8080/admin/workspace/overviewOrders", host: "localhost", referrer: "http://localhost/"
